Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
19211,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 205 PARQUEADERO 48,0,0,COMERCIALIZABLE,SEIS,2132057600000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19211,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 205 PARQUEADERO 48,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,2132057600000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19212,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 206 PARQUEADERO 32,0,0,COMERCIALIZABLE,SEIS,1861440000000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19212,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 206 PARQUEADERO 32,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,1861440000000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19213,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 207 PARQUEADERO 33,0,0,COMERCIALIZABLE,SEIS,1861440000000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19213,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 207 PARQUEADERO 33,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,1861440000000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19214,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 208,0,0,COMERCIALIZABLE,SEIS,1590195200000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19214,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 208,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,1590195200000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19221,MONTERIA,CÓRDOBA,,Calle 23 No. 1 - 18,0,0,COMERCIALIZABLE,COMERCIAL,14356563410000,CASA,
19222,TURBO,ANTIOQUIA,,Calle 100 No. 24 - 296,0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,16957400000000,LOTE,
19223,GIRARDOT,CUNDINAMARCA,,Avenida el Peñon Barrio el Peñon Portachuelo,0,0,COMERCIALIZABLE,COMERCIAL,103439900000000,CLINICA,
19224,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10  Oficina No 401 -EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1510603500000,OFICINA,
19225,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10  Oficina No 402 - EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1972190500000,OFICINA,
19226,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10  Oficina No 502 - EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1972190500000,OFICINA,
19227,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10 Oficina No 301 - EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1377450000000,OFICINA,
19228,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10 Oficina No 302 - EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1798350000000,OFICINA,
19229,CUCUTA,NORTE DE SANTANDER,,Avenida Carrera 4 No 11-10 Oficina No 501 - EDIFICIO DEL BANCO CENTRAL,0,0,COMERCIALIZABLE,COMERCIAL,1510603500000,OFICINA,
19274,BOGOTA,CUNDINAMARCA,,Carrera 17  No. 30 - 62,0,0,COMERCIALIZABLE,COMERCIAL,17616161100000,CASA,
19275,CUCUTA,NORTE DE SANTANDER,,Avenida 4  No. 11 - 10 Oficina 201,0,0,COMERCIALIZABLE,COMERCIAL,1379700000000,OFICINA,
19276,CUCUTA,NORTE DE SANTANDER,,Avenida 4  No. 11 - 10 Oficina 202,0,0,COMERCIALIZABLE,COMERCIAL,1798350000000,OFICINA,
19285,BOGOTA,CUNDINAMARCA,,CL 19 13A 12 LOCAL,0,0,COMERCIALIZABLE,COMERCIAL,6612000000000,LOCAL,
19285,BOGOTA,CUNDINAMARCA,,CL 19 13A 12 LOCAL,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,6612000000000,LOCAL,
19286,BOGOTA,CUNDINAMARCA,,CL 19 13A 12 LOCAL 01,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,7843368200000,LOCAL,
19287,BOGOTA,CUNDINAMARCA,,CL 19 13A 12 LOCAL 104,0,0,COMERCIALIZABLE,COMERCIAL,4805444000000,LOCAL,
19287,BOGOTA,CUNDINAMARCA,,CL 19 13A 12 LOCAL 104,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,4805444000000,LOCAL,
19288,MANIZALES,CALDAS,,Carrera 20 No. 21-07/17 y Calle 21 No. 19 - 31/41/45/49,0,0,COMERCIALIZABLE,COMERCIAL,66147000000000,EDIFICIO,
19292,BOGOTA,CUNDINAMARCA,,CL 72 No. 12 - 77,0,0,COMERCIALIZABLE,COMERCIAL,164605915000000,EDIFICIO,
19292,BOGOTA,CUNDINAMARCA,,CL 72 No. 12 - 77,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,164605915000000,EDIFICIO,
19295,BOGOTA,CUNDINAMARCA,,Garaje 15 Calle 123 9C-45 Edificio EDJAK,0,0,COMERCIALIZABLE,SEIS,299400000000,GARAJE,
19296,BOGOTA,CUNDINAMARCA,,Garaje 14 Calle 123 9C-45 Edificio EDJAK,0,0,COMERCIALIZABLE,SEIS,301500000000,GARAJE,
19297,CALI,VALLE DEL CAUCA,,"Calle 5D 38A-35 Proyecto ""Vida Centro Profesional"" Oficina -1007 Piso 10 Ala 2",0,0,COMERCIALIZABLE,COMERCIAL,2369554000000,OFICINA,
19303,BOGOTA,CUNDINAMARCA,,Carrera 10 No. 19-79 Ofc. 905 - CAMACOL,0,0,COMERCIALIZABLE TERCEROS,TRES,5038719600000,OFICINA,
19304,BOGOTA,CUNDINAMARCA,,Av. 15 No. 127 B 78 Apto. 1201 - Edificio Mirador del Country,0,0,COMERCIALIZABLE TERCEROS,SEIS,20426879879800,APARTAMENTO,
19330,BOGOTA,CUNDINAMARCA,,KR 100 17A 41 LC 334,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,303688000000,LOCAL,
19331,VILLAVICENCIO,META,,Calle 34 No. 41 - 31,0,0,COMERCIALIZABLE VENTA ANTICIPADA,CINCO,10400137300000,CASA,
19339,TARAZA,ANTIOQUIA,,CALLE 47B N° 27 - 25 APARTAMENTO 201 BLOQUE 3,0,0,COMERCIALIZABLE TERCEROS,DOS,807621000000,APARTAMENTO,"APARTAMENTO UBICADO EN LA URBANIZACION SAN MARTIN II MUNICIPIO DE TARAZÁ ÁREA 92.83 M2 APROX. CON UNA DISTRIBUCIÓN TRES HABITACIONES, DOS BAÑOS, PATIO DESCUBIERTO CON ZONA DE ROPAS, SALA – COMEDOR Y COCINA."
19353,BOGOTA,CUNDINAMARCA,,Calle 53B 25 21 Of. 2170,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,4023495000000,OFICINA,
